car_id,make,model,year,mileage,price,transmission,fuel_type,condition,seller_rating,num_photos,description_length,days_listed,sold_fast
1033,Chevrolet,Malibu,2005,85196,1500.0,Manual,Gas,Good,3.4,19,267,106,0
1034,Ford,F-150,2012,86841,1500.0,Manual,Hybrid,Good,4.4,8,345,56,0
1035,Mercedes,C-Class,2010,19019,1500.0,Automatic,Gas,,,21,632,32,1
1036,BMW,X5,2010,63309,1500.0,Automatic,Gas,Good,3.9,27,665,110,0
1037,Chevrolet,Malibu,2022,45202,13590.61,Automatic,Gas,Excellent,4.2,5,313,101,1
1038,Toyota,Camry,2021,37977,14335.05,Automatic,Gas,Good,3.6,11,486,22,0
1039,Toyota,Camry,2016,134660,4308.61,Automatic,Gas,Good,3.5,23,317,89,0
1040,Honda,Civic,2010,40448,1500.0,Automatic,Gas,Good,2.6,30,356,65,0
1041,Honda,Civic,2012,36907,2210.11,Automatic,Gas,Good,5.0,28,309,109,1
1042,Nissan,Altima,2023,62656,15808.83,Automatic,Gas,Excellent,4.5,17,141,100,1
1043,Ford,F-150,2014,90341,5024.72,Manual,Diesel,Fair,4.1,10,414,21,0
1044,Hyundai,Elantra,2005,54995,1500.0,Automatic,Hybrid,Excellent,3.8,27,443,105,0
1045,Chevrolet,Malibu,2017,120550,4865.64,Automatic,Hybrid,Fair,2.5,27,299,80,0
1046,Chevrolet,Malibu,2021,82337,11622.88,Automatic,Gas,Good,3.8,25,563,96,1
1047,Hyundai,Elantra,2007,16204,1500.0,Automatic,Hybrid,Good,4.6,28,334,21,1
1048,Nissan,Altima,2012,43578,1500.0,Automatic,Gas,Good,4.8,17,304,117,1
1049,Mercedes,C-Class,2018,42740,11055.83,Automatic,Gas,Poor,4.6,3,478,28,0
1050,Mercedes,C-Class,2007,79826,1500.0,Manual,Gas,Excellent,4.3,10,168,19,0
1051,Nissan,Altima,2020,12395,10843.36,Automatic,Gas,Good,5.0,25,536,14,1
1052,Mercedes,C-Class,2017,276345,4113.32,Automatic,Hybrid,Poor,4.0,6,339,87,0
1053,Honda,Civic,2021,82340,10259.75,Automatic,Gas,Fair,4.9,24,548,24,1
1054,Chevrolet,Malibu,2017,65468,7276.9,Automatic,Gas,Good,4.0,12,593,20,1
1055,Nissan,Altima,2010,121654,1500.0,Automatic,Gas,Poor,3.7,18,496,32,0
1056,Chevrolet,Malibu,2021,244309,8757.59,Manual,Hybrid,Good,3.6,20,278,104,0
1057,Hyundai,Elantra,2018,100956,7032.91,Automatic,Gas,Excellent,3.6,6,212,74,1
1058,Toyota,Camry,2021,105798,9931.89,Automatic,Hybrid,Good,4.6,10,184,52,0
1059,Honda,Civic,2012,64758,1500.0,Automatic,Gas,Good,3.8,6,565,65,0
1060,BMW,X5,2015,54999,7793.81,Automatic,Gas,Good,3.6,12,379,95,0
1061,Honda,Civic,2005,45004,1500.0,Automatic,Gas,Fair,4.6,22,310,52,1
1062,Nissan,Altima,2011,36473,1500.0,Automatic,Gas,Good,4.4,32,380,101,0
1063,BMW,X5,2021,39647,27349.77,Automatic,Gas,Excellent,4.8,6,562,58,1
1064,Toyota,Camry,2014,26626,1500.0,Automatic,Gas,Fair,4.5,18,516,79,1
1065,Nissan,Altima,2015,57209,2869.56,Manual,Gas,Excellent,3.7,32,465,104,1
1066,Ford,F-150,2013,21789,2493.21,Automatic,Gas,Poor,,34,495,95,0
1067,Chevrolet,Malibu,2013,67140,1500.0,Manual,Gas,Poor,4.3,14,427,92,0
1068,Toyota,Camry,2009,58583,1500.0,Automatic,Gas,Fair,3.6,12,445,10,0
1069,Chevrolet,Malibu,2021,65392,9958.32,Manual,Gas,Fair,3.5,27,433,70,0
1070,Mercedes,C-Class,2013,43770,6311.25,Automatic,Gas,Excellent,3.8,13,399,15,1
1071,Ford,F-150,2021,379312,4239.71,Automatic,Gas,Good,5.0,4,513,47,0
1072,Ford,F-150,2023,135410,14700.22,Manual,Gas,Excellent,4.0,18,454,91,0
1073,Toyota,Camry,2011,28375,1500.0,Automatic,Gas,Excellent,4.9,25,267,10,1
1074,Ford,F-150,2013,68852,1500.0,Manual,Gas,Good,3.9,21,479,21,1
1075,BMW,X5,2011,41572,1500.0,Manual,Gas,Excellent,4.7,14,437,19,1
1076,Ford,F-150,2017,32575,6619.8,Automatic,Hybrid,Poor,,6,491,68,0
1077,Chevrolet,Malibu,2015,26794,4472.3,Automatic,Gas,Fair,4.8,19,384,22,1
1078,Chevrolet,Malibu,2018,77600,9479.13,Automatic,Hybrid,Good,4.4,14,521,63,1
1079,Nissan,Altima,2023,39782,15308.92,Automatic,Gas,Good,5.0,33,390,38,1
1080,Chevrolet,Malibu,2015,107011,4140.5,Automatic,Gas,Good,4.4,18,508,15,0
1081,Nissan,Altima,2017,108691,4663.75,Automatic,Gas,Fair,5.0,5,331,70,0
1082,Chevrolet,Malibu,2018,136536,7545.41,Automatic,Diesel,Good,3.2,4,341,114,0
1083,BMW,X5,2017,35902,14624.39,Manual,Gas,Excellent,4.4,28,490,75,0
1084,Hyundai,Elantra,2005,79635,1500.0,Automatic,Gas,Good,4.4,9,350,44,1
1085,Nissan,Altima,2012,87506,1500.0,Automatic,Diesel,Good,3.6,8,730,30,0
1086,Honda,Civic,2016,45048,3332.2,Manual,Gas,Poor,4.5,3,484,104,0
1087,Mercedes,C-Class,2023,37681,31260.57,Automatic,Gas,Excellent,3.3,17,403,24,1
1088,Toyota,Camry,2016,157268,4145.69,Automatic,Gas,Excellent,3.8,29,522,86,1
1089,Chevrolet,Malibu,2012,68630,1500.0,Automatic,Gas,Fair,3.0,14,327,94,1
1090,Ford,F-150,2012,87691,2785.47,Automatic,Gas,Fair,5.0,15,538,46,0
1091,Hyundai,Elantra,2017,36561,2803.73,Automatic,Gas,Fair,4.1,10,534,4,0
1092,Chevrolet,Malibu,2016,28808,7666.33,Automatic,Gas,Good,5.0,11,588,114,1
1093,Ford,F-150,2020,42545,13230.86,Manual,Gas,Good,4.7,3,333,6,0
1094,Mercedes,C-Class,2005,55580,1500.0,Automatic,Gas,Good,4.5,7,216,38,0
1095,Mercedes,C-Class,2017,31617,15955.72,Automatic,Gas,Excellent,3.8,9,308,26,0
1096,Mercedes,C-Class,2011,59521,1500.0,Automatic,Gas,Good,3.6,20,357,19,1
1097,Ford,F-150,2009,21739,1500.0,Automatic,Gas,Excellent,4.5,24,650,2,1
1098,Chevrolet,Malibu,2012,30576,2213.53,Manual,Gas,Good,4.2,10,729,68,1
1099,Mercedes,C-Class,2018,89549,12272.33,Automatic,Gas,Fair,3.4,26,451,69,0
1100,BMW,X5,2017,86014,12858.95,Automatic,Gas,Good,3.3,28,401,47,0
1101,Nissan,Altima,2019,47328,8190.42,Automatic,Gas,Fair,3.6,12,347,99,1
1102,Ford,F-150,2021,32511,17688.35,Manual,Hybrid,Excellent,5.0,31,523,29,0
1103,Ford,F-150,2019,32323,12264.42,Automatic,Gas,Good,5.0,10,728,64,0
1104,Chevrolet,Malibu,2022,47860,14131.46,Automatic,Gas,Good,4.3,14,667,80,0
1105,Ford,F-150,2022,88142,8952.97,Automatic,Gas,Fair,4.3,18,570,109,0
1106,Ford,F-150,2006,104500,1500.0,Automatic,Gas,Good,4.0,14,568,12,0
1107,Mercedes,C-Class,2008,44448,1500.0,Automatic,Diesel,Fair,3.6,24,524,85,1
1108,Chevrolet,Malibu,2005,29968,1500.0,Automatic,Gas,Excellent,5.0,24,392,73,1
1109,Mercedes,C-Class,2008,70312,1500.0,Automatic,Gas,Fair,5.0,29,289,11,0
1110,Nissan,Altima,2022,36529,11112.1,Automatic,Gas,Excellent,3.7,5,396,8,1
1111,Hyundai,Elantra,2009,43872,1500.0,Automatic,Gas,Fair,4.2,20,463,60,1
1112,Nissan,Altima,2023,132609,10141.79,Automatic,Gas,Good,3.9,7,181,26,0
1113,Hyundai,Elantra,2019,98348,7851.22,Automatic,Gas,Fair,3.9,16,377,32,0
1114,Mercedes,C-Class,2012,65826,1500.0,Automatic,Gas,Good,4.9,27,276,39,0
1115,Nissan,Altima,2021,27913,11384.45,Automatic,Gas,Excellent,3.4,22,552,4,1
1116,Chevrolet,Malibu,2005,67971,1500.0,Automatic,Gas,,4.5,33,317,98,1
1117,Toyota,Camry,2016,113277,6697.83,Automatic,Gas,Excellent,4.6,23,449,92,0
1118,Mercedes,C-Class,2023,47792,30522.61,Automatic,Gas,Excellent,4.1,18,294,89,1
1119,Hyundai,Elantra,2019,134681,6381.13,Automatic,Gas,Fair,,24,639,115,1
1120,BMW,X5,2013,130046,1746.32,Manual,Hybrid,Excellent,4.3,29,144,118,1
1121,Hyundai,Elantra,2011,162468,1500.0,Automatic,Gas,Excellent,4.9,8,471,119,0
1122,BMW,X5,2006,71908,1500.0,Automatic,Hybrid,Good,3.3,18,208,44,0
1123,Ford,F-150,2013,85172,4354.58,Automatic,Gas,Fair,4.0,22,323,99,1
1124,Nissan,Altima,2014,139876,3350.76,Manual,Gas,Excellent,4.2,16,430,83,1
1125,BMW,X5,2006,78310,1500.0,Automatic,Gas,Good,2.6,22,438,35,0
1126,Hyundai,Elantra,2023,44323,12903.56,Automatic,Gas,Good,3.5,26,434,51,0
1127,Ford,F-150,2015,45746,5370.93,Automatic,Diesel,Fair,3.7,7,422,51,0
1128,Toyota,Camry,2017,69087,3421.3,Automatic,Diesel,Fair,4.8,16,303,103,0
1129,Chevrolet,Malibu,2014,27602,2489.55,Automatic,Gas,Fair,3.8,32,375,29,1
1130,Chevrolet,Malibu,2018,54942,8523.39,Automatic,Gas,Good,3.7,13,404,78,0
1131,Chevrolet,Malibu,2022,115604,14963.43,Automatic,Gas,Good,4.7,23,429,85,0
1132,BMW,X5,2023,16078,34425.34,Automatic,Hybrid,Excellent,3.2,11,390,36,1
1133,Toyota,Camry,2013,150345,4006.1,Manual,Gas,Good,3.0,22,509,102,0
1134,BMW,X5,2011,117409,1500.0,Automatic,Gas,Poor,4.0,9,414,78,0
1135,Nissan,Altima,2007,45439,1500.0,Automatic,Gas,Good,3.3,33,430,104,1
1136,BMW,X5,2010,82953,1500.0,Manual,Gas,Excellent,3.4,7,342,114,0
1137,Toyota,Camry,2006,59987,1500.0,Manual,Gas,Good,,33,242,60,1
1138,Toyota,Camry,2010,125240,1500.0,Manual,Gas,Good,,31,423,15,1
1139,Nissan,Altima,2007,107970,1500.0,Manual,Hybrid,Good,4.7,17,581,51,0
1140,Toyota,Camry,2020,25847,12676.47,Manual,Gas,Good,,27,466,50,1
1141,Hyundai,Elantra,2012,85165,1717.99,Automatic,Gas,Good,4.9,15,277,94,1
1142,Toyota,Camry,2006,52924,1500.0,Automatic,Gas,Excellent,2.9,14,522,111,0
1143,Chevrolet,Malibu,2021,62925,12809.74,Automatic,Gas,Fair,4.5,26,349,55,0
1144,Hyundai,Elantra,2013,38680,1763.62,Automatic,Gas,Good,,17,507,12,0
1145,Hyundai,Elantra,2016,170908,4400.3,Automatic,Gas,Excellent,3.8,26,344,50,0
1146,Nissan,Altima,2007,111751,1500.0,Manual,Gas,Good,4.5,28,452,62,1
1147,Honda,Civic,2015,38412,4567.42,Automatic,Gas,Fair,3.2,28,322,5,1
1148,Honda,Civic,2005,26882,1500.0,Manual,Gas,Fair,3.1,21,326,27,1
1149,Toyota,Camry,2017,47505,5633.32,Automatic,Gas,Good,4.6,27,165,79,1
1150,Hyundai,Elantra,2019,77707,8929.46,Automatic,Gas,Excellent,,26,476,90,1
1151,Honda,Civic,2009,69156,1500.0,Automatic,Gas,Excellent,4.3,21,455,9,1
1152,Honda,Civic,2021,126992,11887.78,Automatic,Gas,Excellent,3.7,12,463,104,0
1153,Toyota,Camry,2010,96177,1500.0,Automatic,Gas,Good,4.6,19,441,104,0
1154,Honda,Civic,2015,107123,3011.86,Automatic,Gas,Good,4.6,18,285,35,0
1155,BMW,X5,2022,72846,24337.63,Automatic,Diesel,Good,4.3,7,544,13,1
1156,Ford,F-150,2008,26014,1500.0,Automatic,Gas,Good,3.5,31,548,109,1
1157,Nissan,Altima,2007,53240,1500.0,Automatic,Gas,Excellent,3.9,6,281,44,1
1158,Ford,F-150,2017,113102,8813.93,Automatic,Gas,Excellent,4.7,26,479,111,0
1159,Toyota,Camry,2013,58051,2407.92,Automatic,Gas,Good,5.0,24,531,46,1
1160,Chevrolet,Malibu,2010,80971,1500.0,Automatic,Gas,Excellent,4.0,12,329,97,1
1161,Nissan,Altima,2016,49451,5312.94,Automatic,Gas,Excellent,4.1,23,355,98,1
1162,Toyota,Camry,2006,32277,1500.0,Automatic,Gas,Good,4.1,27,480,119,0
1163,Hyundai,Elantra,2007,55603,1500.0,Automatic,Gas,Fair,4.4,8,173,68,1
1164,Chevrolet,Malibu,2007,72072,1500.0,Automatic,Gas,Fair,3.9,32,236,77,0
1165,Ford,F-150,2016,40400,3799.95,Automatic,Gas,Fair,,31,251,74,1
1166,Toyota,Camry,2019,51977,8692.31,Manual,Gas,Good,4.9,13,130,53,0
1167,Hyundai,Elantra,2013,34075,1500.0,Manual,Gas,Good,5.0,13,562,109,1
1168,Nissan,Altima,2012,117189,1500.0,Automatic,Hybrid,Excellent,3.8,29,101,1,1
1169,Nissan,Altima,2015,50177,1500.0,Automatic,Diesel,Poor,3.6,18,451,11,1
1170,Mercedes,C-Class,2020,143150,18834.46,Automatic,Diesel,Excellent,4.1,16,521,50,0
1171,Hyundai,Elantra,2008,149828,1500.0,Automatic,Hybrid,Excellent,4.1,29,355,9,1
1172,BMW,X5,2005,57032,1500.0,Automatic,Gas,Excellent,4.8,21,299,38,1
1173,Honda,Civic,2011,32693,1500.0,Manual,Diesel,Poor,4.2,24,434,87,0
1174,Chevrolet,Malibu,2006,17127,1500.0,Automatic,Gas,Poor,3.7,30,400,13,1
1175,Hyundai,Elantra,2009,24754,1500.0,Automatic,Gas,Fair,3.4,29,550,5,0
1176,Mercedes,C-Class,2011,26257,1500.0,Automatic,Gas,Good,4.7,30,5,25,1
1177,Honda,Civic,2008,136910,1500.0,Automatic,Gas,Good,4.6,6,262,10,0
1178,Honda,Civic,2009,64183,2509.82,Automatic,Hybrid,Poor,4.8,7,484,5,0
1179,Toyota,Camry,2005,75641,1500.0,Automatic,Gas,Good,3.6,24,407,22,1
1180,Honda,Civic,2005,15799,1500.0,Manual,Gas,Fair,5.0,27,512,42,1
1181,BMW,X5,2019,29179,18974.97,Automatic,Gas,Good,3.2,21,439,89,1
1182,Nissan,Altima,2023,101951,13898.78,Manual,Gas,Good,4.6,19,379,101,1
1183,Mercedes,C-Class,2014,71115,5081.02,Manual,Gas,Fair,3.1,20,354,20,0
1184,Honda,Civic,2022,54812,13125.65,Automatic,Diesel,Excellent,3.7,10,748,28,0
1185,Toyota,Camry,2007,84028,1500.0,Automatic,Gas,Fair,5.0,6,630,21,0
1186,BMW,X5,2015,159768,7743.52,Automatic,Gas,Good,4.7,25,474,11,0
1187,Ford,F-150,2019,52437,11987.19,Automatic,Gas,Fair,3.9,20,411,93,0
1188,Nissan,Altima,2015,62418,5130.59,Automatic,Gas,Good,3.9,30,480,69,0
1189,Nissan,Altima,2021,67208,9859.14,Manual,Gas,Good,4.3,13,524,37,0
1190,Mercedes,C-Class,2021,251516,13195.45,Automatic,Gas,Good,4.5,28,462,49,0
1191,Nissan,Altima,2010,16990,1500.0,Automatic,Gas,Good,5.0,16,287,117,1
1192,Honda,Civic,2009,90213,1500.0,Automatic,Gas,Good,3.9,15,667,69,0
1193,Toyota,Camry,2012,55888,1500.0,Automatic,Gas,Poor,3.2,26,436,33,0
1194,Nissan,Altima,2006,84125,1500.0,Automatic,Gas,Good,4.3,28,702,45,1
1195,Nissan,Altima,2020,40359,12846.27,Automatic,Gas,Excellent,3.9,18,428,100,0
1196,Ford,F-150,2016,58140,5405.56,Automatic,Gas,Fair,,30,363,8,0
1197,Ford,F-150,2010,91752,1500.0,Automatic,Diesel,Excellent,4.4,32,607,116,1
1198,Chevrolet,Malibu,2005,387606,1500.0,Manual,Gas,Good,4.1,14,445,119,0
1199,BMW,X5,2008,97228,1500.0,Automatic,Gas,Excellent,4.4,11,420,6,1
1200,Honda,Civic,2021,35995,8207.35,Manual,Gas,,3.7,33,219,15,0
1201,Nissan,Altima,2017,46432,5893.22,Automatic,Gas,Excellent,4.5,9,499,15,0
1202,Hyundai,Elantra,2022,45613,13440.06,Automatic,Gas,Excellent,3.4,12,326,117,0
1203,Nissan,Altima,2009,20386,1500.0,Automatic,Gas,Fair,3.7,31,332,112,1
1204,Toyota,Camry,2007,49116,1500.0,Automatic,Gas,Fair,4.1,29,326,9,0
1205,Chevrolet,Malibu,2015,92938,4453.68,Automatic,Gas,Excellent,5.0,19,465,61,1
1206,BMW,X5,2017,27874,10597.37,Automatic,Gas,Fair,4.7,20,169,56,1
1207,Hyundai,Elantra,2008,112318,1500.0,Automatic,Gas,Fair,4.8,27,368,5,0
1208,Chevrolet,Malibu,2018,80230,10109.19,Automatic,Gas,Excellent,5.0,28,547,26,1
1209,Mercedes,C-Class,2015,38540,5149.8,Automatic,Hybrid,Fair,5.0,9,213,87,0
1210,BMW,X5,2014,54999,8721.33,Automatic,Gas,Good,4.2,29,425,80,0
1211,Nissan,Altima,2023,156215,15296.86,Automatic,Hybrid,Good,5.0,5,305,57,0
1212,Nissan,Altima,2022,92978,8241.33,Manual,Gas,Good,4.8,17,339,103,0
1213,BMW,X5,2010,60190,1500.0,Automatic,Gas,Good,4.8,18,648,35,0
1214,Nissan,Altima,2019,51916,7143.88,Automatic,Gas,Excellent,5.0,23,152,10,1
1215,Honda,Civic,2014,62690,1934.16,Manual,Gas,Fair,3.9,19,514,91,0
1216,BMW,X5,2009,44043,1500.0,Automatic,Gas,Excellent,3.9,15,328,80,1
1217,Chevrolet,Malibu,2009,16935,1500.0,Manual,Gas,Good,4.4,28,320,21,1
1218,BMW,X5,2014,203884,4008.14,Automatic,Gas,Excellent,4.1,5,233,12,0
1219,Hyundai,Elantra,2009,65722,1500.0,Manual,Gas,Fair,4.4,29,513,9,1
1220,Nissan,Altima,2007,76030,1500.0,Automatic,Gas,Good,5.0,22,371,16,1
1221,Honda,Civic,2010,57829,1500.0,Manual,Gas,Good,3.9,22,352,73,1
1222,Honda,Civic,2008,38519,1500.0,Automatic,Diesel,Good,4.0,25,416,93,0
1223,Mercedes,C-Class,2022,53553,16510.67,Automatic,Gas,Fair,4.3,7,374,54,0
1224,Chevrolet,Malibu,2013,22933,1500.0,Automatic,Gas,Good,4.1,11,99,23,1
1225,Ford,F-150,2021,234744,6535.53,Automatic,Gas,Fair,3.1,25,326,39,0
1226,Ford,F-150,2017,28546,7650.84,Automatic,Gas,Excellent,3.9,20,534,107,0
1227,BMW,X5,2019,32235,22254.64,Automatic,Gas,Excellent,4.6,31,174,113,1
1228,Mercedes,C-Class,2021,45974,23346.62,Manual,Gas,Good,5.0,13,236,88,1
1229,Toyota,Camry,2017,129682,6692.64,Automatic,Gas,,3.5,13,335,22,0
1230,BMW,X5,2020,60397,24569.85,Manual,Gas,Excellent,3.5,18,291,55,0
1231,Mercedes,C-Class,2008,28518,1500.0,Automatic,Gas,Excellent,4.2,10,395,31,1
1232,Chevrolet,Malibu,2009,127083,1500.0,Manual,Gas,Excellent,3.0,29,236,74,0
1233,Chevrolet,Malibu,2009,92836,1500.0,Manual,Diesel,Good,3.9,4,341,47,0
1234,Chevrolet,Malibu,2013,82707,1606.78,Automatic,Gas,Good,3.2,25,392,106,1
1235,Chevrolet,Malibu,2021,91990,9104.46,Manual,Gas,Fair,5.0,23,497,27,0
1236,Chevrolet,Malibu,2017,251857,5141.65,Automatic,Gas,Excellent,3.7,12,586,98,0
1237,Mercedes,C-Class,2006,222138,1500.0,Automatic,Diesel,Excellent,5.0,8,360,48,0
1238,Mercedes,C-Class,2017,39654,13579.03,Automatic,Gas,Good,4.9,34,683,39,1
1239,Honda,Civic,2023,158630,11469.45,Automatic,Gas,Good,3.8,29,372,88,0
1240,Hyundai,Elantra,2007,75350,1500.0,Automatic,Hybrid,Good,3.6,6,524,21,1
1241,Ford,F-150,2014,80777,4903.77,Automatic,Gas,Excellent,4.1,23,689,15,1
1242,Nissan,Altima,2006,21690,1500.0,Automatic,Gas,Fair,,30,420,81,0
1243,Chevrolet,Malibu,2017,54055,9233.68,Automatic,Gas,Good,4.4,7,193,118,0
1244,Toyota,Camry,2023,36765,17493.04,Automatic,Gas,Good,3.7,25,413,45,1
1245,Nissan,Altima,2021,98403,9808.06,Manual,Diesel,Good,4.6,13,308,19,0
1246,Mercedes,C-Class,2018,113851,15867.31,Manual,Gas,Excellent,4.4,14,358,53,1
1247,Toyota,Camry,2016,17245,2977.69,Automatic,Gas,Fair,4.0,18,697,89,1
1248,Toyota,Camry,2016,59087,3858.96,Automatic,Gas,Fair,3.8,22,216,55,1
1249,Toyota,Camry,2015,117373,4407.4,Automatic,Gas,Good,4.1,23,445,104,0
1250,Honda,Civic,2011,53529,1500.0,Automatic,Gas,Good,3.7,16,268,86,1
1251,Mercedes,C-Class,2008,92729,1500.0,Automatic,Gas,Excellent,4.2,16,353,105,1
1252,Toyota,Camry,2023,73917,12650.51,Automatic,Hybrid,Good,4.3,22,511,115,0
1253,Chevrolet,Malibu,2005,73496,1500.0,Automatic,Gas,Good,4.4,22,447,49,1
1254,BMW,X5,2007,50879,1500.0,Automatic,Gas,Fair,5.0,17,366,106,1
1255,Toyota,Camry,2017,28855,9366.07,Automatic,Gas,Excellent,4.1,10,302,78,1
1256,Honda,Civic,2019,30548,9776.96,Automatic,Gas,Excellent,4.8,29,447,61,1
1257,Nissan,Altima,2006,91638,1500.0,Manual,Gas,Excellent,4.3,7,656,60,1
1258,Mercedes,C-Class,2015,60577,7989.78,Automatic,Gas,Excellent,4.1,31,264,92,1
1259,Hyundai,Elantra,2008,55099,1500.0,Automatic,Gas,Good,4.1,11,686,76,0
1260,Honda,Civic,2023,46428,16211.67,Manual,Gas,Excellent,4.2,23,579,91,0
1261,Toyota,Camry,2021,49855,10762.81,Automatic,Gas,Fair,4.4,18,605,116,0
1262,Mercedes,C-Class,2007,112212,1500.0,Automatic,Diesel,Excellent,,26,446,24,0
1263,BMW,X5,2022,48964,26563.84,Automatic,Gas,Good,3.3,5,575,86,0
1264,Toyota,Camry,2012,26778,2293.6,Automatic,Gas,Good,4.6,14,248,39,1
1265,Honda,Civic,2023,93544,7977.04,Automatic,Gas,Poor,4.7,9,299,61,0
1266,Ford,F-150,2009,52948,1500.0,Automatic,Gas,Poor,4.6,19,514,105,0
1267,Chevrolet,Malibu,2011,61012,1500.0,Automatic,Gas,Fair,4.3,17,444,114,1
1268,Hyundai,Elantra,2012,157085,1500.0,Automatic,Gas,Fair,4.7,17,377,103,0
1269,Nissan,Altima,2009,59140,1500.0,Automatic,Hybrid,Good,4.6,14,24,100,0
1270,Honda,Civic,2021,71218,7382.49,Manual,Gas,Fair,4.7,23,334,23,1
1271,Mercedes,C-Class,2009,29514,1500.0,Automatic,Gas,Poor,3.7,4,223,72,1
1272,Hyundai,Elantra,2008,52480,1500.0,Automatic,Gas,Excellent,3.5,10,474,92,1
1273,Hyundai,Elantra,2023,86311,10093.68,Automatic,Gas,Good,4.0,30,371,114,1
1274,Hyundai,Elantra,2006,23547,1500.0,Automatic,Gas,Excellent,4.2,24,305,93,1
1275,Toyota,Camry,2015,67542,1513.16,Automatic,Gas,Good,4.1,7,796,79,1
1276,Chevrolet,Malibu,2017,63606,10154.42,Automatic,Hybrid,Good,3.1,32,555,39,0
1277,Toyota,Camry,2019,61375,10485.77,Automatic,Hybrid,Good,5.0,5,558,72,0
1278,Mercedes,C-Class,2016,111557,8555.33,Automatic,Gas,Good,4.0,32,730,92,0
1279,Toyota,Camry,2015,73178,4842.94,Automatic,Gas,Poor,4.3,31,520,97,0
1280,Ford,F-150,2011,145341,1500.0,Automatic,Gas,Good,4.9,3,284,11,0
1281,Chevrolet,Malibu,2009,32986,1500.0,Automatic,Diesel,Fair,,32,266,42,1
1282,Chevrolet,Malibu,2021,64961,13325.21,Automatic,Gas,,3.9,18,544,101,0
1283,Mercedes,C-Class,2013,62986,4858.19,Manual,Gas,Good,4.0,12,91,25,0
1284,Nissan,Altima,2018,31522,6936.83,Automatic,Gas,Good,,33,388,34,1
1285,Ford,F-150,2016,106274,7548.4,Automatic,Gas,Excellent,4.1,28,74,22,1
1286,Honda,Civic,2010,241543,1500.0,Automatic,Gas,Good,5.0,12,414,2,0
1287,Toyota,Camry,2021,59266,12020.87,Manual,Hybrid,Good,4.6,32,528,51,0
1288,BMW,X5,2023,81065,26165.48,Automatic,Hybrid,Good,4.8,13,441,16,0
